"","V1","V2"
"35720","The Raconteurs","Duane Eddy"
"35721","The Raconteurs","Duran Duran"
"35722","The Raconteurs","Far Out"
"35723","The Raconteurs","Gary Jules"
"35724","The Raconteurs","Goldfinger"
"35725","The Raconteurs","Greenleaf"
"35726","The Raconteurs","Grouplove"
"35727","The Raconteurs","Iron Butterfly"
"35728","The Raconteurs","Johnny Cash"
"35729","The Raconteurs","Kasabian"
"35730","The Raconteurs","Katy Perry"
"35731","The Raconteurs","Kyuss"
"35732","The Raconteurs","Linda Ronstadt"
"35733","The Raconteurs","Meg Myers"
"35734","The Raconteurs","Metallica"
"35735","The Raconteurs","Mr. Bungle"
"35736","The Raconteurs","Porcupine Tree"
"35737","The Raconteurs","Portugal. The Man"
"35738","The Raconteurs","Riverside"
"35739","The Raconteurs","Silversun Pickups"
"35740","The Raconteurs","Simon & Garfunkel"
"35741","The Raconteurs","Suede"
"35742","The Raconteurs","Tame Impala"
"35743","The Raconteurs","Tears for Fears"
"35744","The Raconteurs","The Black Heart Procession"
"35745","The Raconteurs","The Cyrkle"
"35746","The Raconteurs","The Kills"
"35747","The Raconteurs","The Night Marchers"
"35748","The Raconteurs","The Orwells"
"35749","The Raconteurs","The Shins"
"35750","The Raconteurs","The Surf Zombies"
"35751","The Raconteurs","The Ventures"
"35752","The Raconteurs","The Wombats"
"35753","The Raconteurs","Tindersticks"
"35754","The Raconteurs","Tom Jones"
"35755","The Raconteurs","Vampire Weekend"
"35756","The Vines","The Wallflowers"
"35757","The Vines","Toto"
"35758","The Vines","Weezer"
"35759","The Vines","311"
"35760","The Vines","Brad Sucks"
"35761","The Vines","Brand New"
"35762","The Vines","Caesars"
"35763","The Vines","Cake"
"35764","The Vines","Chicago"
"35765","The Vines","David Bowie"
"35766","The Vines","Dexter Freebish"
"35767","The Vines","Don't Stop Or We'll Die"
"35768","The Vines","Drenge"
"35769","The Vines","Finger Eleven"
"35770","The Vines","Fleetwood Mac"
"35771","The Vines","Green Day"
"35772","The Vines","Jeff Buckley"
"35773","The Vines","Jimi Hendrix"
"35774","The Vines","Kongos"
"35775","The Vines","Led Zeppelin"
"35776","The Vines","Mother of God"
"35777","The Vines","Muse"
"35778","The Vines","Nico Vega"
"35779","The Vines","Nirvana"
"35780","The Vines","Pile"
"35781","The Vines","Queen"
"35782","The Vines","Ram Jam"
"35783","The Vines","Shocking Blue"
"35784","The Vines","Soundgarden"
"35785","The Vines","The Dead Weather"
"35786","The Vines","The Rolling Stones"
"35787","The Vines","The Slew"
"35788","The Vines","Billy Joel"
"35789","The Vines","Blue October"
"35790","The Vines","Blue Öyster Cult"
"35791","The Vines","Dear and the Headlights"
"35792","The Vines","Eels"
"35793","The Vines","Electric Light Orchestra"
"35794","The Vines","Elvis Presley"
"35795","The Vines","Foxy Shazam"
"35796","The Vines","Frank Zappa"
"35797","The Vines","Franz Ferdinand"
"35798","The Vines","Guster"
"35799","The Vines","Kansas"
"35800","The Vines","Max Q"
"35801","The Vines","Middle Class Rut"
"35802","The Vines","Mutemath"
"35803","The Vines","My Darkest Days"
"35804","The Vines","Nine Inch Nails"
"35805","The Vines","OK Go"
"35806","The Vines","Open Mind"
"35807","The Vines","Pixies"
"35808","The Vines","Radiohead"
"35809","The Vines","Supertramp"
"35810","The Vines","System of a Down"
"35811","The Vines","The Airborne Toxic Event"
"35812","The Vines","The Animals"
"35813","The Vines","The Black Keys"
"35814","The Vines","The Bravery"
"35815","The Vines","The Doors"
"35816","The Vines","The Lovin' Spoonful"
"35817","The Vines","The Mars Volta"
"35818","The Vines","The Offspring"
"35819","The Vines","The Smashing Pumpkins"
"35820","The Vines","The Strokes"
"35821","The Vines","Them Crooked Vultures"
"35822","The Vines","Arctic Monkeys"
"35823","The Vines","blink-182"
"35824","The Vines","Dan Auerbach"
"35825","The Vines","David Byrne & St. Vincent"
"35826","The Vines","Elton John"
"35827","The Vines","Fu Manchu"
"35828","The Vines","Gorillaz"
"35829","The Vines","Jets to Brazil"
"35830","The Vines","Kaiser Chiefs"
"35831","The Vines","Les Claypool"
"35832","The Vines","Manchester Orchestra"
"35833","The Vines","Marilyn Manson"
"35834","The Vines","mewithoutYou"
"35835","The Vines","Modest Mouse"
"35836","The Vines","Mosh"
"35837","The Vines","Pink Floyd"
"35838","The Vines","Primus"
"35839","The Vines","Quasi"
"35840","The Vines","Reel Big Fish"
"35841","The Vines","Rush"
"35842","The Vines","Spoon"
"35843","The Vines","Talking Heads"
"35844","The Vines","The Fratellis"
"35845","The Vines","The Mamas & the Papas"
"35846","The Vines","The Shadows"
"35847","The Vines","The String Cheese Incident"
"35848","The Vines","Tom Waits"
"35849","The Vines","Avenged Sevenfold"
"35850","The Vines","AWOLNATION"
"35851","The Vines","Ben Folds"
"35852","The Vines","Beware of Darkness"
"35853","The Vines","Billy Preston"
"35854","The Vines","Brutus"
"35855","The Vines","Capital Cities"
"35856","The Vines","Captain Beefheart & His Magic Band"
"35857","The Vines","Colonel Claypool's Bucket of Bernie Brains"
"35858","The Vines","Dead Man's Bones"
"35859","The Vines","Deftones"
"35860","The Vines","Drowning Pool"
"35861","The Vines","Duane Eddy"
"35862","The Vines","Duran Duran"
"35863","The Vines","Far Out"
"35864","The Vines","Gary Jules"
"35865","The Vines","Goldfinger"
"35866","The Vines","Greenleaf"
"35867","The Vines","Grouplove"
"35868","The Vines","Iron Butterfly"
"35869","The Vines","Johnny Cash"
"35870","The Vines","Kasabian"
"35871","The Vines","Katy Perry"
"35872","The Vines","Kyuss"
"35873","The Vines","Linda Ronstadt"
"35874","The Vines","Meg Myers"
"35875","The Vines","Metallica"
"35876","The Vines","Mr. Bungle"
"35877","The Vines","Porcupine Tree"
"35878","The Vines","Portugal. The Man"
"35879","The Vines","Riverside"
"35880","The Vines","Silversun Pickups"
"35881","The Vines","Simon & Garfunkel"
"35882","The Vines","Suede"
"35883","The Vines","Tame Impala"
"35884","The Vines","Tears for Fears"
"35885","The Vines","The Black Heart Procession"
"35886","The Vines","The Cyrkle"
"35887","The Vines","The Kills"
"35888","The Vines","The Night Marchers"
"35889","The Vines","The Orwells"
"35890","The Vines","The Shins"
"35891","The Vines","The Surf Zombies"
"35892","The Vines","The Ventures"
"35893","The Vines","The Wombats"
"35894","The Vines","Tindersticks"
"35895","The Vines","Tom Jones"
"35896","The Vines","Vampire Weekend"
"35897","The Wallflowers","Toto"
"35898","The Wallflowers","Weezer"
"35899","The Wallflowers","311"
"35900","The Wallflowers","Brad Sucks"
"35901","The Wallflowers","Brand New"
"35902","The Wallflowers","Caesars"
"35903","The Wallflowers","Cake"
"35904","The Wallflowers","Chicago"
"35905","The Wallflowers","David Bowie"
"35906","The Wallflowers","Dexter Freebish"
"35907","The Wallflowers","Don't Stop Or We'll Die"
"35908","The Wallflowers","Drenge"
"35909","The Wallflowers","Finger Eleven"
"35910","The Wallflowers","Fleetwood Mac"
"35911","The Wallflowers","Green Day"
"35912","The Wallflowers","Jeff Buckley"
"35913","The Wallflowers","Jimi Hendrix"
"35914","The Wallflowers","Kongos"
"35915","The Wallflowers","Led Zeppelin"
"35916","The Wallflowers","Mother of God"
"35917","The Wallflowers","Muse"
"35918","The Wallflowers","Nico Vega"
"35919","The Wallflowers","Nirvana"
"35920","The Wallflowers","Pile"
"35921","The Wallflowers","Queen"
"35922","The Wallflowers","Ram Jam"
"35923","The Wallflowers","Shocking Blue"
"35924","The Wallflowers","Soundgarden"
"35925","The Wallflowers","The Dead Weather"
"35926","The Wallflowers","The Rolling Stones"
"35927","The Wallflowers","The Slew"
"35928","The Wallflowers","Billy Joel"
"35929","The Wallflowers","Blue October"
"35930","The Wallflowers","Blue Öyster Cult"
"35931","The Wallflowers","Dear and the Headlights"
"35932","The Wallflowers","Eels"
"35933","The Wallflowers","Electric Light Orchestra"
"35934","The Wallflowers","Elvis Presley"
"35935","The Wallflowers","Foxy Shazam"
"35936","The Wallflowers","Frank Zappa"
"35937","The Wallflowers","Franz Ferdinand"
"35938","The Wallflowers","Guster"
"35939","The Wallflowers","Kansas"
"35940","The Wallflowers","Max Q"
"35941","The Wallflowers","Middle Class Rut"
"35942","The Wallflowers","Mutemath"
"35943","The Wallflowers","My Darkest Days"
"35944","The Wallflowers","Nine Inch Nails"
"35945","The Wallflowers","OK Go"
"35946","The Wallflowers","Open Mind"
"35947","The Wallflowers","Pixies"
"35948","The Wallflowers","Radiohead"
"35949","The Wallflowers","Supertramp"
"35950","The Wallflowers","System of a Down"
"35951","The Wallflowers","The Airborne Toxic Event"
"35952","The Wallflowers","The Animals"
"35953","The Wallflowers","The Black Keys"
"35954","The Wallflowers","The Bravery"
"35955","The Wallflowers","The Doors"
"35956","The Wallflowers","The Lovin' Spoonful"
"35957","The Wallflowers","The Mars Volta"
"35958","The Wallflowers","The Offspring"
"35959","The Wallflowers","The Smashing Pumpkins"
"35960","The Wallflowers","The Strokes"
"35961","The Wallflowers","Them Crooked Vultures"
"35962","The Wallflowers","Arctic Monkeys"
"35963","The Wallflowers","blink-182"
"35964","The Wallflowers","Dan Auerbach"
"35965","The Wallflowers","David Byrne & St. Vincent"
"35966","The Wallflowers","Elton John"
"35967","The Wallflowers","Fu Manchu"
"35968","The Wallflowers","Gorillaz"
"35969","The Wallflowers","Jets to Brazil"
"35970","The Wallflowers","Kaiser Chiefs"
"35971","The Wallflowers","Les Claypool"
"35972","The Wallflowers","Manchester Orchestra"
"35973","The Wallflowers","Marilyn Manson"
"35974","The Wallflowers","mewithoutYou"
"35975","The Wallflowers","Modest Mouse"
"35976","The Wallflowers","Mosh"
"35977","The Wallflowers","Pink Floyd"
"35978","The Wallflowers","Primus"
"35979","The Wallflowers","Quasi"
"35980","The Wallflowers","Reel Big Fish"
"35981","The Wallflowers","Rush"
"35982","The Wallflowers","Spoon"
"35983","The Wallflowers","Talking Heads"
"35984","The Wallflowers","The Fratellis"
"35985","The Wallflowers","The Mamas & the Papas"
"35986","The Wallflowers","The Shadows"
"35987","The Wallflowers","The String Cheese Incident"
"35988","The Wallflowers","Tom Waits"
"35989","The Wallflowers","Avenged Sevenfold"
"35990","The Wallflowers","AWOLNATION"
"35991","The Wallflowers","Ben Folds"
"35992","The Wallflowers","Beware of Darkness"
"35993","The Wallflowers","Billy Preston"
"35994","The Wallflowers","Brutus"
"35995","The Wallflowers","Capital Cities"
"35996","The Wallflowers","Captain Beefheart & His Magic Band"
"35997","The Wallflowers","Colonel Claypool's Bucket of Bernie Brains"
"35998","The Wallflowers","Dead Man's Bones"
"35999","The Wallflowers","Deftones"
"36000","The Wallflowers","Drowning Pool"
"36001","The Wallflowers","Duane Eddy"
"36002","The Wallflowers","Duran Duran"
"36003","The Wallflowers","Far Out"
"36004","The Wallflowers","Gary Jules"
"36005","The Wallflowers","Goldfinger"
"36006","The Wallflowers","Greenleaf"
"36007","The Wallflowers","Grouplove"
"36008","The Wallflowers","Iron Butterfly"
"36009","The Wallflowers","Johnny Cash"
"36010","The Wallflowers","Kasabian"
"36011","The Wallflowers","Katy Perry"
"36012","The Wallflowers","Kyuss"
"36013","The Wallflowers","Linda Ronstadt"
"36014","The Wallflowers","Meg Myers"
"36015","The Wallflowers","Metallica"
"36016","The Wallflowers","Mr. Bungle"
"36017","The Wallflowers","Porcupine Tree"
"36018","The Wallflowers","Portugal. The Man"
"36019","The Wallflowers","Riverside"
"36020","The Wallflowers","Silversun Pickups"
"36021","The Wallflowers","Simon & Garfunkel"
"36022","The Wallflowers","Suede"
"36023","The Wallflowers","Tame Impala"
"36024","The Wallflowers","Tears for Fears"
"36025","The Wallflowers","The Black Heart Procession"
"36026","The Wallflowers","The Cyrkle"
"36027","The Wallflowers","The Kills"
"36028","The Wallflowers","The Night Marchers"
"36029","The Wallflowers","The Orwells"
"36030","The Wallflowers","The Shins"
"36031","The Wallflowers","The Surf Zombies"
"36032","The Wallflowers","The Ventures"
"36033","The Wallflowers","The Wombats"
"36034","The Wallflowers","Tindersticks"
"36035","The Wallflowers","Tom Jones"
"36036","The Wallflowers","Vampire Weekend"
"36037","Toto","Weezer"
"36038","Toto","311"
"36039","Toto","Brad Sucks"
"36040","Toto","Brand New"
"36041","Toto","Caesars"
"36042","Toto","Cake"
"36043","Toto","Chicago"
"36044","Toto","David Bowie"
"36045","Toto","Dexter Freebish"
"36046","Toto","Don't Stop Or We'll Die"
"36047","Toto","Drenge"
"36048","Toto","Finger Eleven"
"36049","Toto","Fleetwood Mac"
"36050","Toto","Green Day"
"36051","Toto","Jeff Buckley"
"36052","Toto","Jimi Hendrix"
"36053","Toto","Kongos"
"36054","Toto","Led Zeppelin"
"36055","Toto","Mother of God"
"36056","Toto","Muse"
"36057","Toto","Nico Vega"
"36058","Toto","Nirvana"
"36059","Toto","Pile"
"36060","Toto","Queen"
"36061","Toto","Ram Jam"
"36062","Toto","Shocking Blue"
"36063","Toto","Soundgarden"
"36064","Toto","The Dead Weather"
"36065","Toto","The Rolling Stones"
"36066","Toto","The Slew"
"36067","Toto","Billy Joel"
"36068","Toto","Blue October"
"36069","Toto","Blue Öyster Cult"
"36070","Toto","Dear and the Headlights"
"36071","Toto","Eels"
"36072","Toto","Electric Light Orchestra"
"36073","Toto","Elvis Presley"
"36074","Toto","Foxy Shazam"
"36075","Toto","Frank Zappa"
"36076","Toto","Franz Ferdinand"
"36077","Toto","Guster"
"36078","Toto","Kansas"
"36079","Toto","Max Q"
"36080","Toto","Middle Class Rut"
"36081","Toto","Mutemath"
"36082","Toto","My Darkest Days"
"36083","Toto","Nine Inch Nails"
"36084","Toto","OK Go"
"36085","Toto","Open Mind"
"36086","Toto","Pixies"
"36087","Toto","Radiohead"
"36088","Toto","Supertramp"
"36089","Toto","System of a Down"
"36090","Toto","The Airborne Toxic Event"
"36091","Toto","The Animals"
"36092","Toto","The Black Keys"
"36093","Toto","The Bravery"
"36094","Toto","The Doors"
"36095","Toto","The Lovin' Spoonful"
"36096","Toto","The Mars Volta"
"36097","Toto","The Offspring"
"36098","Toto","The Smashing Pumpkins"
"36099","Toto","The Strokes"
"36100","Toto","Them Crooked Vultures"
"36101","Toto","Arctic Monkeys"
"36102","Toto","blink-182"
"36103","Toto","Dan Auerbach"
"36104","Toto","David Byrne & St. Vincent"
"36105","Toto","Elton John"
"36106","Toto","Fu Manchu"
"36107","Toto","Gorillaz"
"36108","Toto","Jets to Brazil"
"36109","Toto","Kaiser Chiefs"
"36110","Toto","Les Claypool"
"36111","Toto","Manchester Orchestra"
"36112","Toto","Marilyn Manson"
"36113","Toto","mewithoutYou"
"36114","Toto","Modest Mouse"
"36115","Toto","Mosh"
"36116","Toto","Pink Floyd"
"36117","Toto","Primus"
"36118","Toto","Quasi"
"36119","Toto","Reel Big Fish"
"36120","Toto","Rush"
"36121","Toto","Spoon"
"36122","Toto","Talking Heads"
"36123","Toto","The Fratellis"
"36124","Toto","The Mamas & the Papas"
"36125","Toto","The Shadows"
"36126","Toto","The String Cheese Incident"
"36127","Toto","Tom Waits"
"36128","Toto","Avenged Sevenfold"
"36129","Toto","AWOLNATION"
"36130","Toto","Ben Folds"
"36131","Toto","Beware of Darkness"
"36132","Toto","Billy Preston"
"36133","Toto","Brutus"
"36134","Toto","Capital Cities"
"36135","Toto","Captain Beefheart & His Magic Band"
"36136","Toto","Colonel Claypool's Bucket of Bernie Brains"
"36137","Toto","Dead Man's Bones"
"36138","Toto","Deftones"
"36139","Toto","Drowning Pool"
"36140","Toto","Duane Eddy"
"36141","Toto","Duran Duran"
"36142","Toto","Far Out"
"36143","Toto","Gary Jules"
"36144","Toto","Goldfinger"
"36145","Toto","Greenleaf"
"36146","Toto","Grouplove"
"36147","Toto","Iron Butterfly"
"36148","Toto","Johnny Cash"
"36149","Toto","Kasabian"
"36150","Toto","Katy Perry"
"36151","Toto","Kyuss"
"36152","Toto","Linda Ronstadt"
"36153","Toto","Meg Myers"
"36154","Toto","Metallica"
"36155","Toto","Mr. Bungle"
"36156","Toto","Porcupine Tree"
"36157","Toto","Portugal. The Man"
"36158","Toto","Riverside"
"36159","Toto","Silversun Pickups"
"36160","Toto","Simon & Garfunkel"
"36161","Toto","Suede"
"36162","Toto","Tame Impala"
"36163","Toto","Tears for Fears"
"36164","Toto","The Black Heart Procession"
"36165","Toto","The Cyrkle"
"36166","Toto","The Kills"
"36167","Toto","The Night Marchers"
"36168","Toto","The Orwells"
"36169","Toto","The Shins"
"36170","Toto","The Surf Zombies"
"36171","Toto","The Ventures"
"36172","Toto","The Wombats"
"36173","Toto","Tindersticks"
"36174","Toto","Tom Jones"
"36175","Toto","Vampire Weekend"
"36176","Weezer","311"
"36177","Weezer","Brad Sucks"
"36178","Weezer","Brand New"
"36179","Weezer","Caesars"
"36180","Weezer","Cake"
"36181","Weezer","Chicago"
"36182","Weezer","David Bowie"
"36183","Weezer","Dexter Freebish"
"36184","Weezer","Don't Stop Or We'll Die"
"36185","Weezer","Drenge"
"36186","Weezer","Finger Eleven"
"36187","Weezer","Fleetwood Mac"
"36188","Weezer","Green Day"
"36189","Weezer","Jeff Buckley"
"36190","Weezer","Jimi Hendrix"
"36191","Weezer","Kongos"
"36192","Weezer","Led Zeppelin"
"36193","Weezer","Mother of God"
"36194","Weezer","Muse"
"36195","Weezer","Nico Vega"
"36196","Weezer","Nirvana"
"36197","Weezer","Pile"
"36198","Weezer","Queen"
"36199","Weezer","Ram Jam"
"36200","Weezer","Shocking Blue"
"36201","Weezer","Soundgarden"
"36202","Weezer","The Dead Weather"
"36203","Weezer","The Rolling Stones"
"36204","Weezer","The Slew"
"36205","Weezer","Billy Joel"
"36206","Weezer","Blue October"
"36207","Weezer","Blue Öyster Cult"
"36208","Weezer","Dear and the Headlights"
"36209","Weezer","Eels"
"36210","Weezer","Electric Light Orchestra"
"36211","Weezer","Elvis Presley"
"36212","Weezer","Foxy Shazam"
"36213","Weezer","Frank Zappa"
"36214","Weezer","Franz Ferdinand"
"36215","Weezer","Guster"
"36216","Weezer","Kansas"
